source_id,ra,dec,teff_val,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,focal,lsst_r_mag
3407497791311081600,75.47181584336847,19.000833862190216,,20.309559,20.918596,19.175058,intra,20.354021748548178
3407492057530769920,75.4130956813671,18.9833011274686,,21.172403,,,intra,
3407497791311080064,75.47256107320358,18.99776656056283,,20.520407,20.76684,19.643763,intra,20.476933258870474
3407497829967284096,75.47660014344498,19.004259494441463,4844.25,15.977472,16.563457,15.246579,intra,15.942083318206722
3407498517160973952,75.48536463562874,19.04520048468407,,20.720205,21.485811,19.784637,intra,20.752457467514866
3407497692528368512,75.46094121041462,18.989179840720826,,20.9888,21.044237,19.695995,intra,20.956237039563604
3407497894390298240,75.44391772983764,19.00260760679172,,17.63007,18.550322,16.631268,intra,17.736316931740884
3407497825670821376,75.47918284543788,19.002699716686422,,19.539227,19.986544,18.689865,intra,19.502251212652755
3407498517160310656,75.47250005485742,19.049727151305113,,20.002987,20.50888,19.034985,intra,19.9863259074081
3407497967404518656,75.43202997332267,19.001571486786915,,18.855177,19.389858,18.061096,intra,18.82080690776199
3407497688231854720,75.44971562695497,18.98183118498316,,18.418137,19.36145,17.456394,intra,18.51877166990056
3407497619512380160,75.46583520126937,18.98450612137087,,18.217224,18.78146,17.314917,intra,18.199424088740603
3407498036125132032,75.46691203368272,19.02161549998633,,20.876614,21.25604,19.654968,intra,20.883965863707182
3407498547225346432,75.4949344485323,19.041828536841226,,18.836622,19.41686,18.116953,intra,18.799887738528653
3407498547225346304,75.49704377338361,19.04210451800431,,19.064358,19.822807,18.214952,intra,19.0732260287085
3407497001037089792,75.49590607318683,18.985053714691087,,17.96126,18.56986,17.18434,intra,17.932638556233382
3407497623808596608,75.4748586243967,18.97841656862939,4788.7725,15.66664,16.26472,14.903864,intra,15.635339199245646
3407497001037090816,75.49045619678495,18.987150066763558,,18.3672,19.05558,17.570639,intra,18.352299991026626
3407497894390291456,75.44041392382408,18.99147042313987,,19.690268,20.092457,18.86681,intra,19.649119610521392
3407497860030553472,75.43242365106312,18.991744451967627,,18.418734,19.048481,17.598629,intra,18.398446837078605
3407498036125451904,75.47286225462574,19.01828964006865,,18.252373,18.904577,17.448977,intra,18.232927059490326
3407498237987694592,75.4973628891701,19.029250017430655,,18.604916,19.186018,17.844519,intra,18.57170807038424
3407498444146126976,75.48886733274425,19.03412759001219,,19.22869,20.205881,18.270473,intra,19.341648839497836
3407497963109781888,75.43207338299366,19.015507089398827,,17.247469,18.096636,16.312355,intra,17.304643617427658
3407491988811509248,75.42360011722764,18.979696329267803,,17.211975,18.24753,16.174137,intra,17.38839425656595
3407497825670824704,75.4760229450309,19.008766200974172,,18.931343,19.518679,18.139347,intra,18.902022854936273
3407497825670824320,75.48299239016741,19.007773757564866,,19.513264,20.81011,18.319826,intra,19.962132866138848
3407497997469517312,75.4547593910544,19.010327834749052,,19.33031,19.931631,18.538218,intra,19.302605685886114
3407497997469517184,75.45460706817764,19.008023713185644,4481.925,15.460443,15.919217,14.584543,intra,15.426603235086686
3407497933046243584,75.42460609709111,19.00345667112178,,18.030449,18.639854,17.222878,intra,18.005656788503543
3407491988811508864,75.42449343035015,18.981599251500256,,17.076036,18.004992,16.117004,intra,17.169991922921927
3407497825670828672,75.47701316311641,19.01559145588462,,18.973377,19.652563,18.180452,intra,18.956437126376112
3407497692526607872,75.45355995626404,18.995264816118098,,18.833124,19.436716,17.981487,intra,18.813623278389752
3407497864326769280,75.42479869527658,18.985074853327212,3858.25,16.544434,17.491291,15.567897,intra,16.652445793849157
3407497928750031232,75.42716987270836,18.993094040901596,4274.0,15.077262,15.853051,14.20869,intra,15.094712787902113
3407498620241339392,75.48158189046951,19.05729267530024,,20.914103,21.383625,20.232227,intra,20.870849503036577
3407492057530987392,75.40063042465172,18.988204451737737,4669.14,15.695872,16.321102,14.92779,intra,15.66815576612546
3407491988810050560,75.42385152788088,18.980194301689085,,20.39496,,,intra,
3407498409786385792,75.47568972116034,19.028205848275196,,20.138884,20.630608,19.209764,intra,20.11459494783109
3407498036125452160,75.47287898373247,19.01715146583551,4494.44,16.84838,17.547125,16.032326,intra,16.838544109736326
3407498036125452032,75.46376734692963,19.02508732705477,4478.2646,15.614025,16.280926,14.827544,intra,15.594252551027088
3407497692527121024,75.45130220883918,18.980621116176195,,20.692575,21.337175,19.246437,intra,20.877858232466888
3407492053234766592,75.41074894971025,18.989484253447234,,20.491444,20.75472,19.551163,intra,20.449433601140882
3407498104844929408,75.45430601891378,19.027053270047443,3869.0,16.23613,17.165657,15.25761,intra,16.33795362197633
3407498070485192576,75.449958776644,19.020163976686796,,18.924076,19.445494,18.174053,intra,18.885369039885294
3407497005333302784,75.49863276565235,18.984058946237386,,18.402063,18.925634,17.685114,intra,18.36160988444291
3407497653872114688,75.44013714863347,18.97983214787601,,18.774061,19.980688,17.656363,intra,19.09913854180793
