source_id,ra,dec,teff_val,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,focal,lsst_r_mag
2489458152517878528,34.495616695206174,-5.409187978155436,,18.545044,18.816341,18.059465,intra,18.524353582791008
2490389988622059776,36.87394896649849,-3.1605076643381675,,17.551111,18.399813,16.667248,intra,17.59231340455533
2490392466818829952,36.939908195019534,-3.0637660697316247,4973.0,16.456327,16.944765,15.8183975,intra,16.412862730816133
2490197539727383552,36.955153420754385,-3.2586403317073334,,17.915846,18.843033,16.912441,intra,18.02681085947881
2490392943559630720,36.887054541362346,-3.0583705331632016,,20.220537,20.451584,19.465643,intra,20.180279334562993
2490392874840150272,36.89191045142106,-3.0640335491384993,,18.94535,20.744968,17.652065,intra,20.03760433752428
2490390091701287424,36.869380245605086,-3.1427279883756647,,18.855495,20.38655,17.66,intra,19.518657401737734
2490387205483265920,36.9137845832465,-3.1396292288004273,,19.60497,20.389685,18.532965,intra,19.68715456801559
2490361577414040576,36.90091665785499,-3.2809076562541826,4172.647,14.387912,15.4129715,13.390234,intra,14.53959307261052
2490392531242765696,36.92264194799874,-3.065489141429625,,18.58428,19.019423,17.835522,intra,18.54167176083638
2490390263499977216,36.849196896475775,-3.146218277803176,,20.861704,20.831352,20.156027,intra,20.851705477037918
2490390126061023616,36.884486432570775,-3.146434850295665,,21.01769,,,intra,
2490361852291947392,36.88829397281487,-3.2637486612761992,5760.0,14.543561,14.865721,14.060195,intra,14.517367335473503
2490386243413161984,36.871866031268496,-3.221094352026791,,19.674873,20.179287,18.482365,intra,19.705955798051466
2490392874840146560,36.896008453699444,-3.068403893390796,,20.643688,20.982637,19.924011,intra,20.60086306594581
2490392462523286784,36.94192476953911,-3.0684779828495774,,19.930256,20.26965,19.371065,intra,19.89550308081988
2490386312130172032,36.904018465021196,-3.215764187424965,,20.088755,20.996881,18.833172,intra,20.313573132146473
2490386105971608960,36.954778593989545,-3.1858623885639386,,17.874672,19.25414,16.682972,intra,18.391715999355544
2490386964965067520,36.88772543556647,-3.1865636758257,,19.4881,20.501947,18.348547,intra,19.707110332709842
2490390126064959488,36.88559835784475,-3.146849800499457,,20.801434,20.883917,20.129467,intra,20.781035613468138
2490392737401181312,36.86949474871696,-3.085678712895314,,21.038273,,,intra,
2490391878407722752,36.941748293780606,-3.0865086970056943,5346.75,15.744863,16.171114,15.178627,intra,15.704297195775228
2490386999324816896,36.89887986293177,-3.1686844387047097,,20.898369,20.93029,20.030914,intra,20.863554926231508
2490386861885863040,36.947816063989194,-3.170199866231447,,17.447285,17.616106,17.13649,intra,17.469567002141332
2490385934172902656,36.92293434811365,-3.215020405627108,,20.695543,20.915962,20.10107,intra,20.66836868206452
2490390126061020672,36.89329481395482,-3.150894697350581,,18.643412,19.436367,17.75586,intra,18.6700737875969
2490390504018173440,36.869614924221736,-3.1037424873000155,,19.573614,20.528994,18.576523,intra,19.69375517304357
2490386415209236864,36.85131733791989,-3.219669561984419,,19.260136,20.459711,18.268723,intra,19.500680598828275
2490386964965071616,36.90172345142406,-3.1814418479346593,,17.993279,19.321909,16.83335,intra,18.440751038152328
2490392118925897216,36.91322745227782,-3.0786518517749535,,17.514101,18.15677,16.75684,intra,17.487175921814547
2490385285633513600,36.93732102797772,-3.234089790348145,4917.5,14.008413,14.526031,13.351855,intra,13.965567159612728
2490385212618381440,36.94597687867141,-3.249157054570642,,20.63914,20.438263,19.924671,intra,20.65521350826159
2490386140331321600,36.86193322190808,-3.238642724595267,,19.301804,19.710423,18.849806,intra,19.270220442410853
2490388682952021120,36.92351267118172,-3.1306755024465653,,17.349945,18.315542,16.37059,intra,17.466898522685064
2490390400939025920,36.86860897514605,-3.1240327142462303,,20.666899,21.614775,19.770403,intra,20.744598646051628
2490390229140247808,36.893633301916694,-3.1307315929694655,,19.017887,19.361143,18.47534,intra,18.984150091627228
2490388717311759232,36.93231891120811,-3.1311810494400727,,18.904026,19.782976,17.974655,intra,18.969154975303375
2490386174691065600,36.88274751378352,-3.2265839446740343,,20.423748,21.177881,19.468678,intra,20.45823675884958
2490361916715767552,36.86895648264785,-3.249917412918365,,19.431967,19.949087,18.871508,intra,19.38878856531565
2490388682952019584,36.93058837040124,-3.1327431571440147,,19.107141,19.639431,18.415218,intra,19.06593048565727
2490388682952018560,36.9203315843763,-3.1344396889198443,,20.560814,20.43553,19.703472,intra,20.543187989651045
2490386793166382592,36.90842688742392,-3.1778443745920746,6594.0,17.002825,17.253145,16.578402,intra,16.99290907590084
2490388717311845504,36.938147970719136,-3.1261308642084296,,19.717278,,,intra,
2490390091701290880,36.86952394551929,-3.1371375366208847,4341.5,16.173813,16.916548,15.331434,intra,16.177693887715368
2490391672249269888,36.92495370900713,-3.113855151968083,,18.844036,19.399954,18.173359,intra,18.80292915318793
2490361916715701504,36.86459723837751,-3.2609472861677062,4839.48,11.718513,12.271229,11.048853,intra,11.677224158226226
2490385418776814848,36.89401320523814,-3.2416148994789946,,19.153015,20.51894,17.9685,intra,19.65208414230639
2490391672249267456,36.92516726916884,-3.117659913469724,,17.720406,18.606567,16.796156,intra,17.786242610116744
2490385865456121728,36.941656795042434,-3.2178970599563153,,21.024181,,,intra,
2490385319993252608,36.890859451275915,-3.2628731749141537,5854.0,14.469774,14.788209,13.989876,intra,14.44435098989045
2490385869749065728,36.936382014866965,-3.2185971561724425,,17.172125,17.475348,16.69578,intra,17.14878326782417
2490386587010555904,36.881473065802176,-3.186865636942066,,20.93124,,,intra,
2490386178986711424,36.87894501177064,-3.223544969249595,5663.5,14.716491,15.077562,14.202729,intra,14.6836675004279
2490386247706188032,36.872075574131266,-3.220054715083492,5360.0,15.694359,16.10075,15.133104,intra,15.655041241794462
2490387003620431488,36.89515751248613,-3.1734834877908558,5375.5,14.483896,14.869806,13.937556,intra,14.446720193087021
2490391848343539840,36.91991909280009,-3.0997355690148267,,17.225111,18.04186,16.321396,intra,17.262797345508442
2490386660023047936,36.87123074583144,-3.187651006799508,,17.486963,18.965149,16.295794,intra,18.09397289322794
