source_id,ra,dec,teff_val,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,focal,lsst_r_mag
6045061538780171648,245.68903903918957,-27.685058475908917,,21.087063,,,intra,
6045061470056316288,245.6984262504644,-27.69346642849773,,20.391512,21.077171,19.191587,intra,20.484541666707145
6045061397044614656,245.6675770084956,-27.692882763854914,,19.464497,20.611708,18.267096,intra,19.803579214057272
6045061470055735424,245.69318582873518,-27.685460661746447,,19.893888,20.431086,18.788904,intra,19.910806330052047
6045061470061662336,245.69575061917013,-27.689491515727987,,19.719286,,,intra,
6045061470061663232,245.69611194298363,-27.685022132947687,4889.505,15.415763,16.027292,14.652361,intra,15.38595675073108
6045061470061663744,245.69447456155993,-27.682849635728786,,17.297903,17.920135,16.515707,intra,17.271527394932782
6045061504421402368,245.69940967927883,-27.679294839262084,4398.0,16.673471,17.307335,15.882219,intra,16.64974594822234
6045061435698457984,245.67041059462287,-27.6891669187817,,20.67096,20.821625,19.731426,intra,20.627620717742758
6045061401338722048,245.66492922081875,-27.690217301271623,,20.71699,21.032394,19.439228,intra,20.722605455693323
6045061401338722944,245.66361960175126,-27.691399831557096,,20.46121,21.030104,19.619879,intra,20.435556633978937
6045061435700322304,245.67577674232973,-27.68373643478834,,20.99595,21.051935,19.879185,intra,20.95307253349535
6045061435700322432,245.67271799744162,-27.684905583377308,,21.073576,,,intra,
6045061573138969984,245.7002421237889,-27.665272064368384,,20.957407,20.707947,19.66945,intra,20.915102643912686
6045061538777664640,245.68992484388008,-27.673904766162572,,21.10189,,,intra,
6045061470058188544,245.69958985141355,-27.68809697397534,,20.611242,21.442402,19.30276,intra,20.82261630997107
6045061465769046016,245.69810318820987,-27.68889455992696,,18.670446,19.130644,17.751507,intra,18.641104126360823
6045061366976517632,245.68589407269073,-27.69385722018328,,20.481657,,,intra,
6045061568843145600,245.69983470160548,-27.673618095499517,,20.450655,20.661213,19.637451,intra,20.4088251360802
6045061538776428288,245.68233336407482,-27.680996154004795,,20.617489,20.809406,19.845945,intra,20.578402405114552
6045061470059759488,245.69808617029778,-27.689778849634713,,20.883026,,,intra,
6045061470059760128,245.6964274177169,-27.693009800461763,,20.841623,20.64523,19.82919,intra,20.814330268564294
6045061573137398528,245.69631701345386,-27.667798459720117,,20.699518,20.826702,19.497492,intra,20.665187544273767
6045061573137398784,245.6985089074778,-27.671833314272252,,20.546894,20.838034,19.468561,intra,20.51649735170393
6045061538777664384,245.69121703415067,-27.67489074202991,,20.998032,21.062605,19.906544,intra,20.954845089205232
6045061573139902208,245.69777692918947,-27.659792552806973,,21.187614,,,intra,
6045061568843646976,245.70100788403383,-27.662073627933147,,19.259094,19.715773,18.47863,intra,19.218474840725275
6045061435701927936,245.67787114214414,-27.685417535735052,,17.405365,18.22578,16.504148,intra,17.443387099552528
6045061538781143808,245.686873802917,-27.67736759812923,,17.08622,17.810637,16.259428,intra,17.083168913512043
6045061573140883712,245.69062187469675,-27.669807408616965,,17.364655,17.629835,16.922983,intra,17.35031288700059
6045061573140884352,245.69715549824667,-27.662863527774956,,17.366804,18.001726,16.57323,intra,17.343531363338336
6045061573140885120,245.6968122686399,-27.660109887669023,,18.344807,19.104776,17.449093,intra,18.36506598531324
6045061573140882688,245.70091440066267,-27.667759447583325,4285.27,12.560877,13.30374,11.721868,intra,12.56406912063884
6045061435701928320,245.67400015801056,-27.687072799688394,,18.556458,18.970911,17.190157,intra,18.612494116309236
6045061435700488192,245.66978901725244,-27.687512890132727,,21.065956,,,intra,
6045061538777668224,245.68348663593133,-27.679084871719606,,20.841434,21.213585,19.453762,intra,20.890862574553637
6045061435695999488,245.68303036121733,-27.6881687815681,,19.44694,19.945997,18.549173,intra,19.41964105136516
6045061470058192000,245.69127105571616,-27.691577884782443,,20.631197,20.902296,19.833899,intra,20.58817313718833
6045061435696003712,245.6740770928066,-27.687457812559945,,18.945448,,,intra,
6045061366976515584,245.69087682488174,-27.693693439516025,,20.245121,20.738066,19.121567,intra,20.255956664201264
6045061470055731584,245.6957836103333,-27.689819847308662,,17.575361,17.884733,16.788422,intra,17.531965447250663
6045061534483905920,245.68624901996344,-27.671134773586687,,18.900223,19.55186,18.08274,intra,18.882819241951893
6045061435695995520,245.68285710450587,-27.693583867332865,,19.951473,20.434074,19.143356,intra,19.914063234778148
6045061573139438080,245.69989567706082,-27.660330815833397,,21.012148,,,intra,
6045061504416060928,245.7008021065741,-27.680206820759512,,20.296646,20.623457,19.444473,intra,20.253912843170514
6045061470056813952,245.69633142022045,-27.68161815678033,,20.083418,20.376297,19.332664,intra,20.040966738234133
6045061431404188160,245.67961597919398,-27.692204471808985,,19.918312,20.434467,19.13668,intra,19.881418598582492
6045061431404188544,245.67516373399897,-27.69109796250186,,19.676685,20.248951,18.925066,intra,19.641889246687942
6045061470058191360,245.69359009439438,-27.690692271913807,,20.70716,20.623055,19.805197,intra,20.679680547383253
6045061573134964608,245.69753206826195,-27.662009042848528,,19.7837,20.008064,18.86217,intra,19.74037900346689
6045061534483405568,245.68774673810256,-27.682128816999523,,19.817942,20.51233,18.831642,intra,19.844651719994935
6045061362685206912,245.68582195119743,-27.69372283752037,,19.629461,19.747046,18.512772,intra,19.58870455727598
6045061465764422784,245.69330709200338,-27.691717004221253,,18.850098,19.473461,17.998693,intra,18.83357389977474
6045061431404686848,245.67017270774468,-27.685995767887977,,19.30231,19.890324,18.38948,intra,19.290051746826986
6045061431404687104,245.67991849511682,-27.684815919663684,,19.415138,20.200132,18.426702,intra,19.468833127957303
6045061465764426112,245.70016188823482,-27.683589571321246,,18.332832,18.93585,17.474766,intra,18.314203641288106
6045061538776291072,245.68691628615366,-27.67632914120424,,20.249634,20.650837,19.309904,intra,20.216372870799418
6045061573136029824,245.70179337109892,-27.66215576535962,,20.283226,20.42521,19.418493,intra,20.242042123463786
6045249933227003008,245.68853803338934,-27.616323487351497,,18.882801,19.541574,18.070034,intra,18.86577222846152
6045251887431493888,245.50836729062127,-27.634503995185852,,19.781446,20.719717,18.766481,intra,19.90191349984029
6045251719926162304,245.49624731929686,-27.634467278561203,,20.461311,,,intra,
6045250478684080640,245.60017263048513,-27.62127160204251,,18.234604,19.003176,17.39088,intra,18.244477956188327
6045249482249787008,245.66094726355675,-27.65064113464776,,19.844145,20.547625,18.89073,intra,19.86470873988009
6045248760695280896,245.5915715109829,-27.653005194973034,,19.602222,20.08512,18.557205,intra,19.594752386666595
6045251513768752512,245.4965536937854,-27.640892707776718,,20.632103,20.948078,19.689587,intra,20.592614937967515
6045251719926161920,245.49646780929007,-27.635225271970604,,19.758463,20.20401,18.877436,intra,19.72390062103224
6045249379178239232,245.64444056255294,-27.661257242357227,,19.437708,20.54222,18.198536,intra,19.776142865082765
6045251926085612800,245.52387196039203,-27.631225454293673,,21.114496,,,intra,
6045252097883896960,245.4964903802533,-27.63182151693666,,20.535479,20.974874,19.688059,intra,20.497793520444432
6045251440756012544,245.51412919962752,-27.656316876304054,,20.199186,21.131979,18.969711,intra,20.423187866856875
6045252338402071296,245.52957600379165,-27.58421412698104,,20.534603,21.060324,19.268965,intra,20.594084316303626
6045249997647762176,245.6700584592995,-27.60582039529505,,19.57079,20.180624,18.715433,intra,19.55278355275237
6045249276091349760,245.65717294591238,-27.658832091463676,,20.016428,20.387085,19.244627,intra,19.97307093548102
6045251685567445760,245.47910839138993,-27.654705751288795,,20.773867,20.643679,19.873709,intra,20.75162890083389
6045251475114612096,245.497607060328,-27.65595149784242,,20.435677,20.763575,19.48161,intra,20.397658178901406
6045250272525645312,245.60712395129627,-27.624682973673487,,18.845085,19.501959,18.030312,intra,18.82807287488321
6045248657617677440,245.58639898545525,-27.67444151369909,,19.963673,20.986286,18.980549,intra,20.10743043495882
6045251956152823936,245.55389713105245,-27.627000543901453,,19.767267,20.368423,18.80337,intra,19.76697414565602
6045250238164047104,245.593107904449,-27.63650756549613,,20.218727,20.709724,19.39859,intra,20.182868592940192
6045248902427562368,245.5395470293296,-27.648674550215286,,21.064648,,,intra,
6045250444324332544,245.5823152672283,-27.62794516157119,,21.107779,,,intra,
6045251921793087360,245.53136904302266,-27.626460605113056,,17.853733,18.511345,17.039288,intra,17.83678471235314
6045250105019154688,245.6891843322489,-27.597873398656887,,20.7194,20.881506,19.483112,intra,20.692289466234858
6045250581763314944,245.61190653475018,-27.60718795727829,,19.537695,20.061598,18.757473,intra,19.50128326087657
6045249035575063424,245.57543244452216,-27.625693165252688,,19.610113,20.208353,18.792545,intra,19.585170251238896
6045249520910140672,245.66619703902316,-27.632622341593187,,19.331575,19.807556,18.556986,intra,19.29164462442101
6045248760695283456,245.59072130523532,-27.651259716665194,,19.90795,20.379198,19.10679,intra,19.869304266954817
6045250272525644288,245.61702445205944,-27.624911251909655,,19.680548,19.626465,18.54994,intra,19.63738570773484
6045251681273043072,245.47813671688692,-27.656249862352624,,19.735487,20.275517,18.884811,intra,19.70746486414642
6045251956152826624,245.54361895678318,-27.625450808953733,,18.910233,19.714903,17.998981,intra,18.946621028536313
6045250345537237888,245.6358829472702,-27.617375506802745,,20.567009,20.849472,19.74973,intra,20.523588081135305
6045251921793088000,245.5159547372261,-27.626099224852936,,19.297636,19.98659,18.443344,intra,19.293043184289438
6045249035575066496,245.57216564203333,-27.62388279468975,,17.83803,18.391306,17.026237,intra,17.80716698675786
6045250482975528960,245.5986874788565,-27.61270448009772,,18.79421,18.452665,16.896975,intra,18.792040844799136
6045250306885385472,245.62914202006004,-27.622258089190584,,19.741583,20.109535,19.059158,intra,19.69895345345446
6045252097883285632,245.50076032806857,-27.631328840487782,,19.835165,20.456497,19.026371,intra,19.812112494536994
6045249550969281920,245.6459254747987,-27.633486476291733,,20.06111,20.333893,19.323954,intra,20.019796091688693
6045249280391955456,245.66819569715318,-27.657972684120317,,18.292252,18.805319,17.289417,intra,18.282611751843323
6045250482975529600,245.59439490759567,-27.61533371404049,,19.947445,,,intra,
6045252235323252992,245.52260577131506,-27.60931747555279,,21.026037,,,intra,
6045248485817368320,245.52619493602836,-27.66180726157313,,19.960052,20.550995,19.02829,intra,19.95163200969034
6045247867343218304,245.6112058638468,-27.67861860329716,,19.952843,20.82184,18.969059,intra,20.033586872934457
6045250994079428992,245.63573468839016,-27.590456710917834,,19.897144,20.819674,18.928888,intra,19.99218246444709
6045249727062036096,245.69864449959056,-27.627479594539267,,21.246552,,,intra,
6045250036306222080,245.69296606454884,-27.607096589884687,,17.230022,17.888906,16.431906,intra,17.210783384404746
6045251990512565760,245.5541789531638,-27.624418170798254,,19.035612,19.584517,18.182621,intra,19.008925914825376
6045253540993311232,245.56468825619714,-27.595841124959442,,21.095121,,,intra,
6045248524471246592,245.5668385393816,-27.68410606201056,,20.612835,20.98707,19.55514,intra,20.59002760930582
6045250001939942272,245.67719058992336,-27.59629823537655,,20.538713,21.212036,19.467916,intra,20.583350596056867
6045248966855583232,245.57758022450787,-27.628102626077602,,18.11256,18.841114,17.250303,intra,18.117664606350736
6045251788646254208,245.4822600206624,-27.620190270903812,,20.709352,21.248873,19.45731,intra,20.768900234478462
6045248142221123584,245.5555215786017,-27.690603416639423,,20.35035,20.988832,19.442602,intra,20.34633110275785
6045248829417536384,245.55382046330067,-27.654685512000867,,20.223806,20.872086,18.904343,intra,20.350532216894024
6045249452184154496,245.63328330665746,-27.638202604213806,,20.628176,21.329617,19.894001,intra,20.605874294584073
6045249001215321216,245.55401376189687,-27.62881513621573,,19.032612,19.870445,18.090012,intra,19.08854485935675
6045251887433343360,245.51445454537665,-27.63030287059033,,19.386143,19.977507,18.54911,intra,19.362857034405756
6045249276091351808,245.65550031715372,-27.657174952298483,,19.898502,20.286665,19.026546,intra,19.859108171837452
6045250654775291520,245.59681737135665,-27.598228688108943,,21.167639,,,intra,
6045251410689287424,245.49762781971663,-27.673652993991613,,20.715994,21.026077,19.893932,intra,20.672556563977064
6045248176581522048,245.53190231887834,-27.693072842054097,,18.16453,19.846268,16.839218,intra,19.145053228119586
6045252338402464896,245.5281440775379,-27.587960099498623,,21.012333,,,intra,
6045251956153727616,245.54283497331173,-27.62501414327748,,19.379911,20.181677,18.327177,intra,19.461282444619936
6045250276824409984,245.61075134125886,-27.625345739692587,4012.3333,15.077022,15.936949,14.162681,intra,15.130983398125375
6045249894568517760,245.67960239274055,-27.62615407964688,,18.312305,18.943192,17.54068,intra,18.285694172138015
6045249074227038720,245.6547115497578,-27.689923753257297,,20.590288,21.146975,19.462605,intra,20.617976727325768
6045250448615787904,245.58603533048773,-27.621534913245593,,19.579617,20.223886,18.709867,intra,19.56964312953391
6045250448615787776,245.58789163200032,-27.620529860361405,,19.493872,19.856333,18.721823,intra,19.450449308932154
6045249035575058688,245.56145412536276,-27.629324116679964,,19.311758,20.071402,18.3901,intra,19.338630454559297
6045251921798510080,245.52938709865114,-27.629669194474562,,20.33071,20.645514,19.086596,intra,20.329182592652597
6045251719926159744,245.49171607635964,-27.640104831898515,,17.999866,18.639029,17.17566,intra,17.981582634088003
6045249585330875648,245.64597666788555,-27.62555476596841,,18.093994,18.696737,17.338753,intra,18.062399429092647
6045250036306225152,245.69741312220197,-27.59786835756497,,18.891716,18.964989,17.517084,intra,18.871147530455616
6045249967586748800,245.65963264210745,-27.62016829276799,,19.636467,19.51643,19.511742,intra,19.764101454122144
6045250105019153792,245.68819212100257,-27.59058328698882,,20.697754,21.027233,19.654839,intra,20.667671607514812
6045249550969277696,245.64131569113258,-27.63722882176944,,19.909367,20.351135,19.204082,intra,19.866059220843784
6045250001940768000,245.66869170624994,-27.604366391530696,,21.142267,,,intra,
6045249001213464320,245.55366981348587,-27.63926927473807,,19.509573,20.637703,18.362064,intra,19.802287010835443
6045250238164045184,245.6033559654931,-27.6380800916626,,19.196312,20.701427,17.91773,intra,19.91840304814145
6045249894566661248,245.6762799757013,-27.636221986069454,,20.088703,20.40521,19.177488,intra,20.047646029786762
6045250001946488576,245.67227616222348,-27.610273313661164,4838.8174,14.19504,14.7750635,13.457098,intra,14.159741904486474
6045247596759007872,245.64161867091235,-27.691588586050834,,21.452555,,,intra,
6045251509474363776,245.5001228885891,-27.64273816229668,,20.09751,20.774912,19.255873,intra,20.0884295287538
6045250792214170240,245.65161997426168,-27.592343600006306,,20.994106,21.42939,20.36307,intra,20.951121459901053
6045250448615781504,245.58353372968037,-27.6279146085342,,19.503193,20.175728,18.525469,intra,19.522097957689233
6045249379170563072,245.65070720219822,-27.661382828703083,,20.052881,20.392288,19.318142,intra,20.00975667151248
6045250001946485376,245.68340031523067,-27.60862753230484,,17.412546,18.017696,16.63892,intra,17.383163947227846
6045249516609538176,245.66199484302092,-27.637949666680164,,19.98643,20.478186,19.259584,intra,19.944984660226968
6045250826580228608,245.6553273790945,-27.590722730448313,,17.699175,18.386406,16.846994,intra,17.69385148686897
6045250482976475648,245.59947353917178,-27.613943650657554,,20.91491,20.74399,19.962246,intra,20.891321716959492
6045249241731610240,245.68652686676145,-27.659425616788997,,19.575407,20.306288,18.764326,intra,19.570568636062934
6045248524477734912,245.5611073313116,-27.68454259864904,,20.040108,20.504662,19.211153,intra,20.002899486145633
6045251887433339648,245.51742131514473,-27.63316868957545,,18.702196,19.400747,17.788506,intra,18.712057433893428
6045249035575056256,245.56796702992875,-27.630893736859637,,18.687378,19.367264,17.827229,intra,18.682172708068162
6045250792213164160,245.6354574712424,-27.597047288259965,,18.733734,19.279102,17.846855,intra,18.710969842311314
6045251921793077888,245.52430286113042,-27.633370503726493,,18.185102,18.943811,17.257633,intra,18.21327420930781
6045252200963437312,245.49457811874797,-27.604417600050226,,20.874441,,,intra,
6045249589629625856,245.64838704917815,-27.62833475857538,,17.335518,17.930613,16.576258,intra,17.303557628473065
6045249005506775936,245.55999397426527,-27.637333075403642,,15.366232,,,intra,
6045249001215316480,245.55478830921018,-27.632426961522828,,18.513699,19.226679,17.645151,intra,18.51681836102551
